bairro,tipo_imovel,area_construida,area_terreno,quartos,banheiros,preco
Jardim Flórida,Casa,91,253,3,2,364390
Vila Machado,Apartamento,126,0,4,3,364467
Jardim Alvorada,Casa,71,231,2,1,365944
Jardim Califórnia,Casa,83,275,4,2,366234
Vila Zilda,Apartamento,140,0,4,2,366275
Residencial Terras de São José,Apartamento,70,0,2,1,366765
Residencial Villa Lobos,Apartamento,49,0,2,2,366872
Vila Zezinho,Casa,103,354,3,3,367083
Vila São Jorge,Apartamento,78,0,2,1,368479
Vila São Paulo,Apartamento,98,0,3,2,369117
Jardim Panorama,Apartamento,117,0,3,2,369450
Jardim Califórnia,Casa,62,177,2,1,369528
Vila Zezinho,Casa,112,408,2,2,370464
Residencial Villa Lobos,Apartamento,66,0,3,3,371170
Vila Zilda,Apartamento,165,0,3,3,371514
Parque Meia Lua,Casa,77,137,3,2,371715
Vila Zezinho,Apartamento,81,0,2,1,371822
Vila Industrial,Apartamento,141,0,3,2,373142
Vila Garcia,Apartamento,80,0,3,3,374204
Vila Elvira,Apartamento,117,0,2,1,375289
Vila Branca,Casa,104,267,3,2,375315
Jardim Alvorada,Casa,82,189,2,2,375728
Vila Garcia,Terreno,0,612,0,0,376624
Jardim Flórida,Apartamento,81,0,3,2,378468
Vila Formosa,Terreno,0,675,0,0,378641
Clube de Campo,Casa,47,117,1,1,379413
Vila Zilda,Casa,126,474,5,3,380082
Jardim Primavera,Apartamento,125,0,4,2,380593
Vila São Jorge,Casa,117,204,3,2,380845
Jardim Paraíba,Casa,78,180,2,1,381360
Vila Elvira,Casa,148,222,3,2,381440
Jardim das Oliveiras,Apartamento,134,0,3,3,381772
Parque Residencial Flamboyant,Apartamento,113,0,3,2,382211
Jardim Primavera,Apartamento,64,0,2,1,382310
Vila Formosa,Terreno,0,517,0,0,382760
Residencial Terras de São José,Terreno,0,993,0,0,382801
Jardim Paraíba,Apartamento,105,0,4,2,383040
Chácaras Reunidas Igarapés,Terreno,0,546,0,0,384001
Jardim do Lago,Apartamento,74,0,3,3,384415
Clube de Campo,Apartamento,68,0,2,2,385026
Jardim das Indústrias,Casa,84,292,4,2,385728
Jardim Panorama,Casa,151,473,4,3,385953
Clube de Campo,Apartamento,68,0,3,3,387766
Parque dos Príncipes,Apartamento,83,0,3,3,387942
Jardim do Lago,Casa,50,138,1,1,389070
Jardim Flórida,Casa,102,334,3,2,389436
Parque Residencial Flamboyant,Apartamento,113,0,3,2,389714
Jardim São José,Apartamento,102,0,3,2,389731
Vila Machado,Apartamento,70,0,3,2,390348
Vila Industrial,Apartamento,79,0,2,1,391081
Vila Industrial,Apartamento,125,0,4,3,391100
Clube de Campo,Apartamento,84,0,3,3,391120
Jardim Alvorada,Apartamento,81,0,3,2,391132
Vila Garcia,Apartamento,117,0,3,2,391435
Jardim Califórnia,Casa,73,251,3,3,391704
Jardim das Oliveiras,Apartamento,78,0,2,1,392063
Vila Santa Isabel,Terreno,0,892,0,0,392123
Vila Machado,Terreno,0,370,0,0,393273
Residencial Villa Lobos,Casa,55,100,2,1,393624
Vila Branca,Apartamento,62,0,2,1,393650
Jardim Panorama,Terreno,0,509,0,0,393711
Condomínio Portal de Jacareí,Apartamento,86,0,2,1,393802
Centro,Terreno,0,369,0,0,393907
Condomínio Portal de Jacareí,Casa,56,219,2,1,394288
Condomínio Portal de Jacareí,Casa,59,195,2,1,394910
Jardim Califórnia,Apartamento,70,0,2,1,395395
Cidade Salvador,Casa,83,203,3,2,395799
Parque dos Príncipes,Apartamento,114,0,3,2,395899
Parque Residencial Flamboyant,Terreno,0,438,0,0,396302
Jardim Santa Maria,Apartamento,70,0,2,1,397390
Jardim Panorama,Casa,195,300,5,3,398076
Parque Meia Lua,Apartamento,76,0,2,1,398582
Cidade Salvador,Apartamento,103,0,2,2,399537
Parque Meia Lua,Apartamento,73,0,2,2,400284
Jardim Flórida,Apartamento,152,0,5,4,400778
Vila Santa Isabel,Casa,150,257,4,4,400890
Jardim das Oliveiras,Apartamento,120,0,2,1,401052
Chácaras Reunidas Igarapés,Apartamento,165,0,4,2,403045
Vila Zilda,Apartamento,136,0,5,4,403546
Vila Elvira,Casa,195,518,3,2,403899
Vila Nossa Senhora Aparecida,Casa,111,268,3,2,404674
Jardim Flórida,Apartamento,92,0,4,4,404685
Jardim das Oliveiras,Apartamento,82,0,3,2,405080
Vila Formosa,Casa,100,301,2,1,405577
Vila Zilda,Casa,151,247,4,2,405786
Vila Santa Isabel,Terreno,0,780,0,0,406224
Parque Imperial,Apartamento,64,0,2,1,406278
Jardim Nova Esperança,Apartamento,159,0,4,3,406690
Vila Garcia,Terreno,0,551,0,0,406996
Parque Imperial,Casa,55,205,2,2,407121
Parque dos Príncipes,Apartamento,69,0,3,2,407210
Vila Elvira,Apartamento,129,0,4,3,407356
Parque dos Príncipes,Apartamento,81,0,4,4,407656
Jardim Primavera,Apartamento,97,0,3,3,407855
Vila São Paulo,Casa,159,553,3,2,408051
Vila Garcia,Terreno,0,797,0,0,408502
Residencial Villa Lobos,Terreno,0,245,0,0,408513
Jardim América,Casa,102,202,3,2,409057
Parque Residencial Flamboyant,Terreno,0,513,0,0,409168
Vila Santa Isabel,Casa,111,285,3,2,409462
Parque Residencial Flamboyant,Apartamento,85,0,3,2,409768
Jardim Flórida,Apartamento,119,0,3,2,410163
Vila São Jorge,Casa,95,355,4,3,410688
Sunset Garden,Casa,50,100,2,1,411440
Jardim das Oliveiras,Terreno,0,472,0,0,412079
Jardim Paraíba,Terreno,0,503,0,0,412460
Jardim São José,Terreno,0,504,0,0,412725
Vila Garcia,Casa,121,439,4,3,413389
Vila Zezinho,Apartamento,100,0,3,3,414160
Jardim das Oliveiras,Apartamento,92,0,4,4,414363
Jardim Nova Esperança,Casa,112,423,4,2,414530
Jardim das Indústrias,Apartamento,150,0,4,2,415575
Vila São Paulo,Apartamento,90,0,3,3,416745
Jardim Santa Maria,Apartamento,68,0,2,1,416976
Condomínio Portal de Jacareí,Apartamento,89,0,3,2,417347
Vila Santa Isabel,Apartamento,128,0,5,3,417625
Jardim Primavera,Casa,109,197,3,2,417682
Jardim Santa Maria,Apartamento,104,0,2,2,417872
Parque dos Príncipes,Apartamento,111,0,3,2,418780
Jardim Novo Horizonte,Terreno,0,859,0,0,421081
Condomínio Portal de Jacareí,Terreno,0,542,0,0,421242
Vila São Jorge,Apartamento,129,0,4,3,422023
Parque Residencial Flamboyant,Apartamento,124,0,4,3,422195
Jardim do Lago,Terreno,0,556,0,0,422587
Condomínio Portal de Jacareí,Apartamento,93,0,4,2,422754
Jardim Novo Horizonte,Apartamento,133,0,4,2,423259
Jardim Nova Esperança,Apartamento,132,0,4,2,423376
Residencial Terras de São José,Apartamento,51,0,3,2,423886
Jardim Flórida,Apartamento,153,0,4,2,423963
Vila Formosa,Apartamento,153,0,4,3,424253
Cidade Salvador,Apartamento,89,0,3,2,425651
Vila Branca,Apartamento,89,0,3,2,426158
Parque Residencial Flamboyant,Apartamento,100,0,3,3,426160
Vila Santa Isabel,Casa,119,405,2,2,426344
Parque Meia Lua,Casa,114,186,3,2,427104
Residencial Villa Lobos,Terreno,0,270,0,0,427140
Jardim Califórnia,Apartamento,75,0,2,1,427185
Parque Novo Mundo,Casa,104,414,3,2,427632
Jardim do Lago,Terreno,0,509,0,0,428781
Vila Zezinho,Apartamento,96,0,3,2,429004
Cidade Salvador,Terreno,0,596,0,0,429656
Vila São Jorge,Apartamento,138,0,4,4,430104
Jardim Paraíba,Apartamento,74,0,3,2,430310
Jardim Paraíba,Casa,87,170,3,3,430549
Parque Residencial Flamboyant,Casa,93,328,3,2,430608
Jardim do Lago,Casa,85,160,4,4,431264
Vila Machado,Apartamento,155,0,3,2,432031
Vila Formosa,Apartamento,176,0,4,2,432317
Jardim Flórida,Apartamento,131,0,5,3,432483
Vila São Paulo,Terreno,0,723,0,0,432715
Parque Imperial,Casa,114,398,4,3,433569
Parque Imperial,Terreno,0,882,0,0,433679
Condomínio Portal de Jacareí,Terreno,0,735,0,0,434826
Parque Imperial,Apartamento,136,0,4,4,435036
Vila Zezinho,Casa,110,311,2,1,435612
Cidade Salvador,Terreno,0,487,0,0,436108
Clube de Campo,Apartamento,95,0,3,3,436596
Residencial Villa Lobos,Apartamento,94,0,2,1,436780
Jardim São José,Casa,92,364,3,3,438265
Vila Formosa,Casa,198,712,4,3,438284
Jardim América,Casa,100,251,3,2,438568
Jardim Flórida,Casa,132,276,4,4,439038
Vila Industrial,Apartamento,148,0,4,3,440092
Jardim América,Apartamento,87,0,3,2,440119
Vila Machado,Apartamento,113,0,3,2,440767
Vila Industrial,Apartamento,86,0,2,1,440939
Jardim Nova Esperança,Apartamento,132,0,3,3,441210
Jardim América,Casa,62,159,2,2,441528
Jardim Alvorada,Apartamento,168,0,4,2,441772
Parque dos Príncipes,Apartamento,58,0,2,1,442029
Vila São Jorge,Casa,88,211,3,2,444042
Vila Zezinho,Terreno,0,836,0,0,444083
Jardim Paraíba,Apartamento,85,0,3,3,444210
Vila Branca,Casa,78,169,3,2,444401
Jardim São José,Terreno,0,643,0,0,444698
Jardim Bela Vista,Casa,96,323,4,3,444928
Jardim Bela Vista,Apartamento,149,0,3,3,445346
Vila Zilda,Casa,164,528,3,2,445637
Clube de Campo,Apartamento,96,0,3,3,446102
Jardim Bela Vista,Apartamento,79,0,2,1,446721
Vila São Jorge,Apartamento,111,0,3,2,446752
Jardim Flórida,Apartamento,89,0,2,2,446940
Vila Zezinho,Casa,193,499,3,2,447242
Vila Machado,Casa,118,279,4,3,448382
Vila Elvira,Apartamento,154,0,4,2,448971
Jardim Panorama,Casa,116,451,3,3,449077
Vila São Jorge,Apartamento,85,0,3,2,449437
Jardim Alvorada,Apartamento,92,0,3,2,449916
Clube de Campo,Apartamento,52,0,2,1,450473
Vila São Jorge,Apartamento,115,0,3,3,450742
Vila São Jorge,Apartamento,130,0,3,2,451035
Vila Nossa Senhora Aparecida,Casa,141,327,5,3,451912
Vila São Paulo,Casa,144,390,3,2,451944
Parque Residencial Flamboyant,Apartamento,101,0,4,2,452076
Jardim Califórnia,Apartamento,80,0,2,1,452584
Residencial Villa Lobos,Terreno,0,542,0,0,453003
Jardim São José,Apartamento,109,0,3,2,453031
Jardim América,Casa,109,201,3,2,453122
Jardim Nova Esperança,Casa,124,453,4,4,453450
Vila Santa Isabel,Casa,101,323,2,2,453711
Jardim Primavera,Terreno,0,666,0,0,454278
Condomínio Portal de Jacareí,Casa,62,117,2,1,454437
Vila Branca,Terreno,0,350,0,0,455070
Residencial Villa Lobos,Apartamento,102,0,3,2,455532
Centro,Casa,121,284,4,3,455780
Parque dos Príncipes,Apartamento,62,0,3,2,456592
Jardim Nova Esperança,Casa,204,313,4,2,456689
Vila Nossa Senhora Aparecida,Apartamento,98,0,3,3,456836
Jardim Flórida,Apartamento,119,0,3,2,457906
Jardim Panorama,Apartamento,179,0,4,2,457971
Vila Zezinho,Casa,130,295,4,3,458052
Parque Meia Lua,Apartamento,138,0,4,3,458408
Vila Garcia,Terreno,0,470,0,0,459025
Sunset Garden,Terreno,0,416,0,0,459264
Jardim Primavera,Casa,130,292,4,4,459733
Jardim Santa Maria,Apartamento,92,0,3,2,460092
Jardim Primavera,Casa,84,209,4,3,461303
Vila São Paulo,Apartamento,156,0,4,3,461682
Parque Residencial Flamboyant,Apartamento,90,0,4,3,462312
Jardim das Indústrias,Apartamento,127,0,5,2,463010
Jardim América,Terreno,0,402,0,0,463686
Jardim Paraíba,Casa,119,226,2,2,464631
Vila Nossa Senhora Aparecida,Apartamento,108,0,4,2,465609
Centro,Apartamento,101,0,3,3,465610
Vila Zezinho,Casa,167,424,3,3,466414
Vila Elvira,Casa,170,342,3,2,466471
Vila Branca,Apartamento,94,0,2,1,467368
Jardim Panorama,Apartamento,171,0,5,3,467428
Vila São Jorge,Casa,75,294,2,1,468220
Parque Residencial Flamboyant,Casa,213,378,4,3,468688
Jardim Alvorada,Apartamento,152,0,4,3,468768
Jardim Califórnia,Terreno,0,732,0,0,469431
Jardim Alvorada,Terreno,0,640,0,0,469504
Vila Garcia,Casa,133,280,4,2,471882
Jardim Flórida,Casa,112,176,2,2,472069
Vila São Paulo,Casa,119,236,3,2,472188
Jardim das Indústrias,Apartamento,133,0,3,2,472216
Vila Formosa,Apartamento,139,0,4,2,473885
Parque Imperial,Casa,116,223,3,2,474511
Jardim Santa Maria,Casa,112,374,4,3,475512
Jardim das Indústrias,Casa,102,396,2,1,476437
Jardim Bela Vista,Casa,93,287,3,2,476580
Vila Branca,Apartamento,119,0,3,3,476737
Residencial Villa Lobos,Apartamento,62,0,2,2,477399
Jardim das Oliveiras,Casa,142,314,4,3,477813
Vila Zezinho,Terreno,0,656,0,0,478092
Jardim Bela Vista,Casa,130,439,4,3,478609
Jardim das Oliveiras,Apartamento,101,0,2,2,478790
Vila Santa Isabel,Apartamento,117,0,2,2,479933
Chácaras Reunidas Igarapés,Casa,149,523,5,2,481663
Jardim das Indústrias,Casa,167,425,3,2,482758
Sunset Garden,Apartamento,95,0,3,2,482904
Vila Zilda,Apartamento,168,0,4,4,483210
Residencial Villa Lobos,Casa,72,201,2,1,483978
Vila Zilda,Casa,252,582,6,3,484380
Vila Industrial,Casa,172,375,4,2,484736
Parque Residencial Flamboyant,Apartamento,119,0,2,1,484853
Jardim Novo Horizonte,Apartamento,125,0,3,2,485625
Jardim Santa Maria,Casa,76,190,3,2,486438
Jardim São José,Casa,93,342,4,3,486438
Vila Formosa,Casa,148,447,3,2,488371
Centro,Terreno,0,647,0,0,488485
Cidade Salvador,Terreno,0,637,0,0,489024
Residencial Terras de São José,Casa,99,291,3,2,489042
Jardim Primavera,Apartamento,152,0,4,3,489371
Clube de Campo,Apartamento,87,0,3,2,489505
Vila Formosa,Casa,176,548,4,4,489775
Condomínio Portal de Jacareí,Casa,103,156,3,2,490127
Vila Nossa Senhora Aparecida,Apartamento,147,0,3,2,490156
Vila Industrial,Terreno,0,867,0,0,490375
Condomínio Portal de Jacareí,Casa,84,284,3,2,490772
Jardim Paraíba,Apartamento,76,0,3,2,491112
Jardim das Oliveiras,Casa,94,181,3,2,491367
Chácaras Reunidas Igarapés,Casa,197,300,3,3,491548
Vila São Paulo,Apartamento,113,0,3,2,491550
Jardim Nova Esperança,Casa,130,259,5,2,491836
Clube de Campo,Casa,76,172,2,1,492819
Jardim das Indústrias,Casa,125,309,3,3,493205
Vila Garcia,Casa,194,335,4,3,493360
Jardim Novo Horizonte,Apartamento,178,0,4,3,493950
Jardim das Indústrias,Casa,129,446,4,4,495328
Chácaras Reunidas Igarapés,Casa,161,302,4,3,496988
Jardim Califórnia,Apartamento,72,0,2,1,497534
Cidade Salvador,Apartamento,122,0,5,2,497613
Residencial Villa Lobos,Apartamento,79,0,3,2,499137
Condomínio Portal de Jacareí,Apartamento,122,0,4,4,500096
Parque dos Príncipes,Casa,89,327,3,3,500338
Jardim das Indústrias,Apartamento,180,0,3,2,500580
Jardim Nova Esperança,Casa,162,248,3,2,500830
Jardim das Indústrias,Terreno,0,672,0,0,502488
Jardim Santa Maria,Casa,133,433,4,4,503188
Clube de Campo,Apartamento,106,0,2,2,503415
Clube de Campo,Casa,73,213,2,1,503595
Vila São Paulo,Casa,129,389,4,2,503636
Sunset Garden,Casa,72,287,3,2,503755
Jardim Alvorada,Apartamento,127,0,3,3,504444
Parque Meia Lua,Apartamento,119,0,2,1,504738
Jardim Nova Esperança,Apartamento,156,0,4,3,504940
Jardim Bela Vista,Apartamento,133,0,3,2,505014
Parque Meia Lua,Apartamento,130,0,3,2,505095
Parque Meia Lua,Apartamento,102,0,3,2,505547
Jardim Novo Horizonte,Apartamento,139,0,5,3,506071
Jardim Novo Horizonte,Terreno,0,746,0,0,506235
Condomínio Portal de Jacareí,Casa,65,149,2,2,506411
Jardim das Indústrias,Terreno,0,744,0,0,507780
Jardim Primavera,Apartamento,155,0,5,3,508601
Jardim Novo Horizonte,Casa,274,545,4,4,508726
Parque dos Príncipes,Casa,123,344,5,3,509894
Vila Zilda,Casa,159,419,3,2,510105
Vila Formosa,Casa,143,456,4,3,511054
Jardim Califórnia,Terreno,0,402,0,0,511183
Clube de Campo,Casa,60,135,2,2,513476
Jardim América,Terreno,0,718,0,0,513585
Vila Zezinho,Apartamento,180,0,3,2,514512
Residencial Terras de São José,Apartamento,109,0,2,1,514534
Vila São Paulo,Terreno,0,796,0,0,514614
Vila Santa Isabel,Casa,253,636,6,4,514801
Sunset Garden,Apartamento,61,0,2,2,515620
Cidade Salvador,Casa,94,300,3,3,516623
Parque Imperial,Apartamento,86,0,3,2,516989
Jardim Paraíba,Apartamento,127,0,4,3,517017
Jardim do Lago,Apartamento,89,0,3,2,517966
Vila Elvira,Casa,156,345,4,4,518032
Vila Elvira,Casa,205,511,4,3,518091
Cidade Salvador,Casa,123,209,5,3,518312
Jardim América,Casa,91,147,2,2,519514
Jardim Alvorada,Casa,116,268,3,2,520092
Jardim Santa Maria,Apartamento,101,0,2,1,520251
Jardim Bela Vista,Apartamento,166,0,5,2,521555
Vila Industrial,Casa,162,527,4,4,522196
Vila Formosa,Apartamento,133,0,3,3,522676
Jardim Alvorada,Apartamento,156,0,3,2,523785
Vila Formosa,Casa,188,461,4,3,523922
Jardim Primavera,Apartamento,144,0,3,3,524354
Jardim Novo Horizonte,Casa,197,671,3,3,524398
Parque dos Príncipes,Apartamento,70,0,3,2,524916
Vila Santa Isabel,Casa,177,707,5,3,525711
Jardim Santa Maria,Apartamento,133,0,5,2,525882
Jardim Santa Maria,Apartamento,150,0,4,4,525900
Jardim Santa Maria,Apartamento,149,0,3,2,526566
Cidade Salvador,Apartamento,164,0,5,2,526932
Vila São Jorge,Apartamento,137,0,3,3,527354
Residencial Villa Lobos,Casa,73,240,3,2,528092
Cidade Salvador,Casa,190,334,3,3,528253
Vila Zezinho,Apartamento,131,0,4,3,528506
Vila São Paulo,Casa,161,608,4,2,528915
Vila Industrial,Casa,186,284,5,3,530033
Vila Elvira,Casa,181,445,4,2,530057
Jardim Bela Vista,Apartamento,101,0,3,2,532310
Parque Residencial Flamboyant,Apartamento,111,0,3,2,532711
Centro,Apartamento,83,0,2,2,532860
Jardim Califórnia,Casa,146,484,3,2,532873
Residencial Villa Lobos,Casa,113,298,4,3,533908
Jardim São José,Apartamento,114,0,4,2,534027
Jardim das Oliveiras,Apartamento,119,0,3,3,534952
Parque Imperial,Casa,98,268,4,3,535117
Jardim São José,Terreno,0,498,0,0,535549
Parque dos Príncipes,Casa,141,412,3,3,535718
Condomínio Portal de Jacareí,Apartamento,100,0,3,3,536500
Parque Residencial Flamboyant,Casa,123,468,3,3,537127
Vila São Jorge,Apartamento,139,0,4,3,537554
Jardim São José,Casa,130,476,4,3,539508
Parque Imperial,Apartamento,118,0,3,2,539838
Jardim Bela Vista,Casa,160,506,4,3,540048
Vila Branca,Casa,97,333,3,3,540108
Jardim do Lago,Casa,77,153,3,3,540121
Vila São Jorge,Apartamento,138,0,3,3,541015
Vila Machado,Terreno,0,550,0,0,541530
Parque Residencial Flamboyant,Casa,145,297,4,4,542116
Centro,Casa,75,202,3,2,542220
Clube de Campo,Terreno,0,897,0,0,543626
Jardim Bela Vista,Terreno,0,899,0,0,543715
Cidade Salvador,Apartamento,114,0,3,2,544087
Jardim Novo Horizonte,Casa,167,393,4,2,544260
Vila Formosa,Casa,148,575,4,3,544301
Jardim das Oliveiras,Casa,108,353,2,1,545131
Vila Santa Isabel,Casa,156,458,5,2,546428
Residencial Terras de São José,Apartamento,126,0,3,2,547344
Jardim Primavera,Casa,124,400,5,3,549708
Vila Zilda,Casa,164,445,4,3,549717
Vila Zilda,Casa,154,522,4,3,550886
Jardim Alvorada,Apartamento,131,0,4,2,551143
Jardim Santa Maria,Casa,155,316,4,2,551468
Condomínio Portal de Jacareí,Apartamento,115,0,3,2,551942
Jardim América,Apartamento,76,0,2,2,552455
Vila São Jorge,Terreno,0,621,0,0,552752
Parque dos Príncipes,Apartamento,130,0,4,3,552864
Vila Branca,Casa,109,209,4,2,553370
Jardim Panorama,Casa,167,567,4,3,553477
Parque Meia Lua,Casa,131,518,4,4,554404
Parque dos Príncipes,Apartamento,93,0,2,1,554652
Jardim Santa Maria,Casa,146,345,4,3,555161
Jardim Novo Horizonte,Terreno,0,883,0,0,555230
Vila Branca,Casa,86,299,4,3,555309
Vila Machado,Apartamento,104,0,4,4,555703
Jardim das Oliveiras,Apartamento,90,0,4,2,555750
Vila Elvira,Casa,221,813,5,3,556119
Residencial Terras de São José,Apartamento,78,0,2,1,556335
Vila Formosa,Casa,193,635,4,2,558318
Vila Elvira,Apartamento,173,0,4,3,558547
Vila Zezinho,Casa,145,257,4,3,558553
Jardim Alvorada,Casa,143,365,4,2,559108
Vila Nossa Senhora Aparecida,Casa,221,432,5,3,559264
Jardim Panorama,Apartamento,150,0,3,2,560385
Vila Branca,Apartamento,100,0,4,2,560450
Jardim São José,Apartamento,94,0,3,3,561429
Jardim Primavera,Casa,107,170,4,3,561998
Parque dos Príncipes,Terreno,0,458,0,0,562240
Sunset Garden,Casa,65,237,2,2,562432
Vila Elvira,Apartamento,175,0,3,2,563010
Jardim Santa Maria,Casa,145,248,3,2,563738
Cidade Salvador,Casa,163,297,4,4,564435
Vila São Paulo,Casa,155,260,3,2,565173
Condomínio Portal de Jacareí,Apartamento,113,0,2,1,565610
Jardim Alvorada,Casa,107,353,3,2,565922
Parque Meia Lua,Apartamento,157,0,4,2,566361
Vila Industrial,Casa,206,340,6,3,566684
Jardim Panorama,Terreno,0,919,0,0,568033
Jardim Flórida,Terreno,0,571,0,0,571256
Parque dos Príncipes,Casa,133,335,4,4,573427
Vila São Paulo,Casa,183,377,3,3,574304
Jardim das Oliveiras,Apartamento,120,0,3,2,574446
Jardim América,Apartamento,155,0,3,2,574499
Vila Industrial,Apartamento,150,0,4,3,574800
Vila Garcia,Apartamento,114,0,3,2,575586
Vila Nossa Senhora Aparecida,Apartamento,141,0,4,3,576069
Vila São Jorge,Apartamento,129,0,4,2,576436
Jardim Bela Vista,Apartamento,119,0,3,2,576626
Jardim Santa Maria,Apartamento,89,0,3,3,577254
Vila São Paulo,Casa,139,525,3,2,577512
Vila Zezinho,Casa,191,489,4,2,577568
Vila Nossa Senhora Aparecida,Casa,201,714,4,2,577819
Jardim do Lago,Apartamento,118,0,3,2,579055
Jardim das Oliveiras,Apartamento,117,0,4,3,579869
Jardim das Oliveiras,Terreno,0,848,0,0,580032
Jardim Nova Esperança,Apartamento,145,0,3,2,580783
Residencial Villa Lobos,Apartamento,130,0,3,2,582036
Jardim América,Apartamento,104,0,3,2,582212
Vila Garcia,Apartamento,179,0,3,2,582734
Vila São Jorge,Terreno,0,885,0,0,583038
Vila Machado,Terreno,0,743,0,0,583106
Jardim do Lago,Apartamento,112,0,3,2,583480
Vila Machado,Casa,125,284,4,4,583524
Parque Meia Lua,Casa,191,378,3,3,583747
Jardim América,Apartamento,81,0,3,3,583864
Jardim Panorama,Casa,129,475,5,3,586002
Vila Industrial,Casa,173,295,4,2,586522
Cidade Salvador,Apartamento,119,0,4,2,587657
Vila Nossa Senhora Aparecida,Casa,150,314,4,2,588984
Vila Branca,Casa,123,277,4,3,590817
Parque dos Príncipes,Apartamento,87,0,3,3,590904
Vila Machado,Apartamento,103,0,3,3,590962
Residencial Villa Lobos,Apartamento,122,0,4,3,590968
Clube de Campo,Apartamento,60,0,2,2,591480
Jardim Alvorada,Casa,156,500,3,2,592230
Centro,Casa,70,230,3,3,592675
Vila Zezinho,Casa,129,489,3,2,592944
Jardim das Oliveiras,Casa,167,352,3,2,593966
Jardim Novo Horizonte,Casa,201,372,5,2,596669
Vila Zilda,Casa,218,647,4,2,596884
Vila Nossa Senhora Aparecida,Casa,129,266,3,2,597896
Jardim Panorama,Apartamento,143,0,3,2,598698
Jardim São José,Casa,184,371,5,2,599295
Jardim Califórnia,Apartamento,102,0,4,2,599372
Vila Formosa,Casa,205,500,6,2,599537
Residencial Villa Lobos,Apartamento,118,0,3,2,600171
Jardim Bela Vista,Apartamento,145,0,5,4,600300
Cidade Salvador,Casa,134,342,3,2,600885
Jardim Paraíba,Casa,151,228,3,3,601475
Jardim Nova Esperança,Casa,139,525,4,3,602268
Residencial Villa Lobos,Casa,129,301,4,2,603023
Jardim Panorama,Apartamento,150,0,4,3,604485
Jardim Alvorada,Casa,157,624,5,4,605176
Parque Meia Lua,Casa,220,795,4,2,605272
Jardim das Indústrias,Casa,133,435,5,4,605281
Jardim América,Apartamento,129,0,3,2,607048
Condomínio Portal de Jacareí,Casa,72,283,2,2,609140
Vila Santa Isabel,Casa,198,313,4,2,609260
Jardim Paraíba,Apartamento,126,0,3,3,609336
Jardim Primavera,Apartamento,154,0,4,3,609339
Residencial Terras de São José,Terreno,0,638,0,0,609609
Jardim Primavera,Casa,142,215,4,3,609826
Parque Imperial,Casa,145,296,3,2,611826
Vila Formosa,Casa,242,824,5,2,611846
Jardim Alvorada,Casa,130,395,4,2,612940
Parque dos Príncipes,Apartamento,172,0,5,3,613214
Clube de Campo,Apartamento,74,0,2,1,613645
Vila Nossa Senhora Aparecida,Casa,158,437,4,2,615028
Jardim do Lago,Apartamento,105,0,2,1,615053
Vila Santa Isabel,Casa,217,857,6,3,615943
Jardim Novo Horizonte,Casa,245,517,4,3,616051
Vila Industrial,Apartamento,167,0,4,2,616964
Chácaras Reunidas Igarapés,Apartamento,180,0,4,3,617994
Jardim Primavera,Apartamento,104,0,4,2,618191
Jardim Primavera,Casa,140,265,3,3,618431
Jardim Bela Vista,Apartamento,107,0,3,2,619305
Jardim América,Casa,145,376,5,3,619571
Jardim São José,Apartamento,111,0,3,3,619624
Parque Residencial Flamboyant,Apartamento,138,0,5,3,619675
Jardim Nova Esperança,Casa,262,739,4,3,620953
Jardim Alvorada,Casa,121,418,3,2,621236
Residencial Terras de São José,Casa,98,163,2,1,621813
Residencial Terras de São José,Casa,120,383,4,3,622060
Parque dos Príncipes,Casa,130,240,5,3,622140
Vila Zezinho,Casa,188,426,3,2,622920
Centro,Apartamento,96,0,3,2,623160
Vila Santa Isabel,Casa,169,257,5,3,623454
Jardim Bela Vista,Casa,184,586,5,4,624765
Jardim das Oliveiras,Apartamento,103,0,3,3,625359
Jardim Paraíba,Casa,133,397,4,3,626175
Vila Industrial,Casa,247,668,5,2,626573
Jardim Panorama,Apartamento,166,0,3,2,626666
Jardim São José,Casa,177,281,3,2,626770
Vila Formosa,Casa,264,979,5,2,627004
Vila Elvira,Casa,280,525,6,3,628173
Jardim Flórida,Apartamento,128,0,4,4,628972
Clube de Campo,Casa,88,270,4,4,629399
Jardim das Indústrias,Casa,147,467,3,3,629848
Jardim do Lago,Apartamento,133,0,4,3,629861
Jardim Califórnia,Terreno,0,944,0,0,631347
Residencial Villa Lobos,Terreno,0,786,0,0,631629
Vila Formosa,Casa,233,612,5,3,632446
Jardim São José,Apartamento,111,0,3,2,634281
Jardim América,Apartamento,156,0,5,4,634358
Vila Elvira,Casa,350,624,4,3,635190
Chácaras Reunidas Igarapés,Casa,249,426,4,2,635378
Jardim do Lago,Apartamento,98,0,3,2,635569
Sunset Garden,Casa,78,279,2,1,635760
Vila Garcia,Apartamento,171,0,3,2,635760
Cidade Salvador,Casa,152,437,3,2,636068
Vila Santa Isabel,Casa,190,303,5,3,636640
Jardim Alvorada,Terreno,0,1000,0,0,636800
Vila Zilda,Casa,217,722,5,4,637275
Vila São Jorge,Casa,136,336,5,3,637473
Clube de Campo,Casa,79,257,2,1,637553
Vila Industrial,Casa,148,387,4,4,639307
Jardim Califórnia,Terreno,0,804,0,0,639421
Clube de Campo,Casa,98,155,3,2,640120
Vila Formosa,Casa,240,450,6,2,640224
