bairro,tipo_imovel,area_construida,area_terreno,quartos,banheiros,preco
Jardim Paraíba,Apartamento,46,0,1,1,177790
Chácaras Reunidas Igarapés,Casa,62,198,2,1,177896
Parque Residencial Flamboyant,Apartamento,45,0,1,1,177997
Parque Meia Lua,Casa,42,145,1,1,178011
Vila Nossa Senhora Aparecida,Casa,50,139,1,1,178027
Vila Santa Isabel,Apartamento,49,0,1,1,178051
Vila Zilda,Apartamento,58,0,1,1,178071
Vila Formosa,Casa,72,247,2,1,178102
Vila Zezinho,Apartamento,50,0,1,1,178115
Vila Garcia,Casa,43,151,1,1,178208
Parque Meia Lua,Casa,64,235,1,1,178226
Jardim das Oliveiras,Casa,45,177,1,1,178258
Jardim São José,Casa,51,163,2,1,178503
Vila São Jorge,Casa,60,234,2,1,178596
Jardim Flórida,Casa,60,166,1,1,178605
Jardim Alvorada,Casa,52,199,2,1,178664
Jardim Flórida,Casa,54,184,2,1,178707
Chácaras Reunidas Igarapés,Casa,66,183,1,1,178824
Vila Nossa Senhora Aparecida,Casa,54,168,2,1,178879
Vila Garcia,Casa,46,176,1,1,178908
Vila Nossa Senhora Aparecida,Apartamento,52,0,1,1,178971
Vila São Jorge,Casa,51,181,1,1,179098
Vila São Paulo,Casa,63,206,1,1,179181
Vila Nossa Senhora Aparecida,Casa,43,158,1,1,179184
Jardim Novo Horizonte,Casa,69,226,1,1,179185
Parque Meia Lua,Casa,52,145,2,1,179291
Vila Santa Isabel,Casa,68,177,2,1,179332
Jardim Flórida,Casa,54,174,1,1,179356
Vila Garcia,Casa,47,158,1,1,179364
Parque Meia Lua,Casa,58,207,1,1,179432
Vila Zilda,Apartamento,64,0,1,1,179481
Vila Industrial,Casa,44,135,1,1,179583
Jardim Bela Vista,Casa,56,147,1,1,179691
Jardim Primavera,Casa,46,135,1,1,179721
Jardim Bela Vista,Casa,61,153,1,1,179761
Vila Industrial,Casa,68,195,1,1,179772
Parque Residencial Flamboyant,Apartamento,47,0,1,1,179951
Chácaras Reunidas Igarapés,Casa,70,210,1,1,179970
Vila São Jorge,Apartamento,44,0,1,1,180081
Cidade Salvador,Apartamento,47,0,1,1,180118
Jardim Bela Vista,Apartamento,53,0,1,1,180306
Jardim Flórida,Apartamento,44,0,1,1,180345
Vila Zezinho,Apartamento,64,0,2,1,180364
Cidade Salvador,Terreno,0,399,0,0,180427
Vila Santa Isabel,Apartamento,53,0,1,1,180454
Jardim Paraíba,Apartamento,47,0,1,1,180574
Vila Nossa Senhora Aparecida,Apartamento,44,0,1,1,180609
Jardim das Indústrias,Apartamento,51,0,2,1,180654
Parque Meia Lua,Apartamento,54,0,1,1,180662
Jardim Panorama,Apartamento,59,0,2,1,180787
Chácaras Reunidas Igarapés,Apartamento,64,0,1,1,180825
Jardim Santa Maria,Apartamento,49,0,1,1,180957
Parque Residencial Flamboyant,Casa,43,146,1,1,181020
Jardim Flórida,Casa,54,163,2,1,181031
Vila Elvira,Apartamento,65,0,1,1,181109
Vila Zezinho,Casa,55,151,1,1,181151
Vila Machado,Apartamento,39,0,1,1,181221
Vila Nossa Senhora Aparecida,Apartamento,54,0,2,1,181278
Jardim Flórida,Casa,48,136,1,1,181320
Jardim das Indústrias,Casa,62,201,1,1,181572
Vila Industrial,Casa,40,145,1,1,181636
Vila Santa Isabel,Apartamento,55,0,2,1,181874
Jardim Flórida,Casa,55,169,1,1,181911
Jardim Paraíba,Terreno,0,456,0,0,181944
Vila Industrial,Casa,56,211,1,1,182101
Vila Garcia,Casa,43,148,1,1,182109
Jardim Primavera,Apartamento,50,0,1,1,182160
Jardim Bela Vista,Casa,58,223,1,1,182218
Vila Industrial,Casa,62,164,2,1,182248
Vila São Jorge,Apartamento,50,0,1,1,182287
Parque Residencial Flamboyant,Terreno,0,525,0,0,182306
Jardim Panorama,Casa,55,218,1,1,182446
Jardim Bela Vista,Casa,57,161,2,1,182508
Jardim das Oliveiras,Apartamento,41,0,1,1,182519
Vila Industrial,Casa,42,161,1,1,182604
Vila Formosa,Casa,87,184,2,1,182655
Vila São Paulo,Apartamento,52,0,1,1,182722
Jardim São José,Terreno,0,470,0,0,182736
Parque Meia Lua,Apartamento,47,0,1,1,182736
Vila São Paulo,Casa,66,184,2,1,182764
Vila Industrial,Casa,64,180,2,1,182764
Jardim Alvorada,Casa,63,239,2,1,182814
Jardim Panorama,Apartamento,64,0,1,1,182822
Vila São Paulo,Casa,61,180,2,1,182858
Jardim das Indústrias,Apartamento,56,0,1,1,182868
Jardim Alvorada,Apartamento,53,0,1,1,182895
Jardim Alvorada,Casa,59,179,1,1,182904
Vila Formosa,Apartamento,64,0,2,1,182934
Jardim Flórida,Casa,65,235,2,1,183078
Jardim Bela Vista,Apartamento,54,0,2,1,183222
Jardim Novo Horizonte,Casa,58,224,1,1,183238
Jardim Primavera,Casa,52,161,2,1,183316
Vila Nossa Senhora Aparecida,Casa,66,244,2,1,183355
Chácaras Reunidas Igarapés,Apartamento,68,0,2,1,183477
Jardim Primavera,Casa,44,144,1,1,183492
Vila Zilda,Casa,58,195,2,1,183639
Jardim das Indústrias,Casa,70,176,1,1,183678
Jardim Primavera,Casa,56,202,2,1,183679
Vila Nossa Senhora Aparecida,Casa,50,177,1,1,183683
Jardim Santa Maria,Apartamento,38,0,1,1,183692
Vila São Jorge,Casa,50,176,1,1,183700
Vila São Jorge,Casa,54,141,2,1,183748
Jardim das Indústrias,Casa,51,177,2,1,183847
Jardim Primavera,Casa,63,223,2,1,183853
Vila Santa Isabel,Casa,70,219,2,1,183866
Vila Industrial,Casa,68,269,1,1,183996
Parque Residencial Flamboyant,Apartamento,55,0,1,1,184057
Vila Santa Isabel,Casa,68,184,1,1,184060
Parque Residencial Flamboyant,Casa,61,157,2,1,184175
Jardim das Indústrias,Casa,69,181,2,1,184224
Vila Garcia,Apartamento,40,0,1,1,184280
Vila Industrial,Casa,63,168,2,1,184296
Vila Nossa Senhora Aparecida,Apartamento,45,0,1,1,184308
Vila Garcia,Casa,61,199,1,1,184493
Jardim das Oliveiras,Apartamento,46,0,1,1,184501
Jardim Paraíba,Casa,46,127,1,1,184554
Vila Industrial,Casa,50,199,1,1,184697
Vila São Jorge,Apartamento,56,0,1,1,184758
Vila Zezinho,Apartamento,55,0,1,1,184761
Vila São Jorge,Casa,68,200,1,1,184776
Parque Residencial Flamboyant,Casa,64,198,1,1,185079
Jardim Silvia,Casa,67,237,1,1,185085
Parque Meia Lua,Casa,63,236,1,1,185115
Parque Imperial,Terreno,0,692,0,0,185179
Vila Nossa Senhora Aparecida,Apartamento,46,0,1,1,185196
Vila São Jorge,Casa,59,222,2,1,185281
Vila São Paulo,Apartamento,57,0,2,1,185287
Jardim Primavera,Casa,46,158,1,1,185292
Vila Formosa,Apartamento,57,0,2,1,185403
Vila Industrial,Casa,61,167,2,1,185412
Jardim Bela Vista,Terreno,0,547,0,0,185433
Cidade Salvador,Apartamento,46,0,1,1,185462
Parque Residencial Flamboyant,Apartamento,56,0,1,1,185556
Vila Formosa,Casa,64,246,1,1,185617
Jardim Flórida,Casa,63,241,1,1,185684
Jardim Alvorada,Apartamento,62,0,1,1,185702
Jardim Silvia,Apartamento,58,0,2,1,185721
Jardim Bela Vista,Apartamento,58,0,1,1,185788
Jardim Santa Maria,Apartamento,47,0,1,1,185791
Jardim São José,Casa,61,162,2,1,185884
Cidade Salvador,Casa,53,134,1,1,186028
Jardim Nova Esperança,Apartamento,57,0,2,1,186065
Vila Zezinho,Casa,69,193,2,1,186099
Jardim das Oliveiras,Casa,48,146,1,1,186105
Vila Industrial,Casa,48,135,1,1,186160
Jardim Flórida,Apartamento,60,0,1,1,186300
Cidade Salvador,Terreno,0,493,0,0,186403
Vila Nossa Senhora Aparecida,Casa,66,231,2,1,186516
Chácaras Reunidas Igarapés,Casa,67,199,2,1,186610
Vila Industrial,Casa,45,178,1,1,186636
Parque Residencial Flamboyant,Apartamento,62,0,1,1,186651
Jardim Nova Esperança,Casa,52,192,1,1,186916
Parque Residencial Flamboyant,Casa,55,207,1,1,186924
Chácaras Reunidas Igarapés,Casa,54,184,2,1,186930
Cidade Salvador,Apartamento,46,0,1,1,186948
Jardim Paraíba,Apartamento,36,0,1,1,187020
Vila Garcia,Casa,44,164,1,1,187088
Vila Branca,Terreno,0,498,0,0,187098
Jardim Novo Horizonte,Apartamento,60,0,2,1,187209
Jardim Bela Vista,Apartamento,62,0,2,1,187348
Jardim Bela Vista,Casa,50,180,1,1,187365
Vila Industrial,Casa,56,203,1,1,187398
Jardim Flórida,Casa,59,210,1,1,187449
Parque Residencial Flamboyant,Casa,57,152,1,1,187501
Vila Industrial,Casa,59,199,2,1,187548
Jardim das Indústrias,Apartamento,49,0,1,1,187572
Jardim das Oliveiras,Casa,45,133,1,1,187592
Parque Meia Lua,Apartamento,58,0,1,1,187595
Vila Industrial,Casa,58,225,2,1,187612
Vila São Jorge,Terreno,0,590,0,0,187620
Vila São Jorge,Apartamento,48,0,1,1,187704
Vila Elvira,Apartamento,61,0,2,1,187712
Jardim Paraíba,Casa,46,174,1,1,187732
Jardim Bela Vista,Apartamento,52,0,2,1,187746
Vila Zezinho,Casa,65,217,2,1,187794
Parque Residencial Flamboyant,Casa,52,192,2,1,187827
Vila Zilda,Casa,65,256,1,1,187844
Jardim São José,Terreno,0,481,0,0,187878
Jardim Flórida,Terreno,0,567,0,0,187960
Vila Zezinho,Apartamento,54,0,2,1,188017
Jardim São José,Casa,48,132,1,1,188211
Jardim das Indústrias,Casa,54,194,1,1,188218
Vila Garcia,Casa,47,131,1,1,188347
Jardim Nova Esperança,Casa,57,208,2,1,188422
Vila Nossa Senhora Aparecida,Apartamento,58,0,2,1,188442
Vila Industrial,Casa,59,222,1,1,188455
Jardim Santa Maria,Apartamento,48,0,1,1,188688
Jardim Alvorada,Casa,57,207,1,1,188697
Vila Zilda,Casa,62,198,2,1,188719
Jardim das Indústrias,Casa,60,200,2,1,188730
Vila Toninho,Casa,70,225,2,1,188762
Jardim Bela Vista,Casa,67,260,2,1,188809
Parque Meia Lua,Casa,43,170,1,1,188816
Jardim das Indústrias,Casa,48,143,1,1,188821
Parque Meia Lua,Apartamento,44,0,1,1,188848
Chácaras Reunidas Igarapés,Casa,74,164,2,2,188930
Jardim das Indústrias,Casa,64,205,1,1,189032
Parque Meia Lua,Casa,51,199,1,1,189048
Jardim Primavera,Apartamento,46,0,1,1,189115
Jardim Santa Maria,Apartamento,47,0,1,1,189175
Vila Garcia,Casa,62,165,1,1,189189
Jardim Primavera,Apartamento,49,0,1,1,189277
Vila Industrial,Casa,51,173,1,1,189293
Vila Industrial,Casa,59,167,1,1,189301
Jardim Primavera,Casa,43,170,1,1,189417
Jardim Paraíba,Terreno,0,411,0,0,189471
Vila Nossa Senhora Aparecida,Apartamento,62,0,2,1,189580
Vila São Paulo,Apartamento,59,0,2,1,189679
Jardim São José,Casa,50,125,1,1,189697
Jardim Bela Vista,Casa,54,189,1,1,189702
Parque Meia Lua,Casa,50,195,1,1,189964
Chácaras Reunidas Igarapés,Apartamento,55,0,1,1,189981
Jardim Panorama,Casa,65,207,2,1,189982
Vila Elvira,Casa,82,197,2,2,190017
Vila Santa Isabel,Casa,58,190,1,1,190071
Vila São Jorge,Casa,58,183,2,1,190250
Jardim Santa Maria,Apartamento,50,0,1,1,190250
Cidade Salvador,Terreno,0,484,0,0,190357
Parque Meia Lua,Casa,44,174,1,1,190492
Vila São Jorge,Casa,47,184,1,1,190587
Jardim das Indústrias,Casa,46,179,1,1,190688
Cidade Salvador,Apartamento,50,0,1,1,190807
Vila Zezinho,Casa,59,234,2,1,190827
Jardim Alvorada,Casa,49,184,1,1,190827
Vila Nossa Senhora Aparecida,Apartamento,47,0,1,1,190878
Vila Machado,Apartamento,50,0,1,1,190935
Jardim Bela Vista,Casa,56,188,1,1,190938
Vila São Jorge,Apartamento,57,0,1,1,190964
Vila Nossa Senhora Aparecida,Casa,54,212,1,1,190990
Jardim Bela Vista,Casa,70,194,2,1,191004
Parque Residencial Flamboyant,Apartamento,59,0,2,1,191071
Vila Santa Isabel,Apartamento,55,0,2,1,191152
Jardim São José,Casa,65,174,1,1,191163
Jardim Santa Maria,Casa,44,158,1,1,191174
Jardim Flórida,Casa,54,200,1,1,191179
Jardim das Oliveiras,Apartamento,46,0,1,1,191187
Jardim Flórida,Casa,57,211,2,1,191222
Vila São Paulo,Casa,63,229,1,1,191228
Vila Industrial,Casa,65,245,2,1,191232
Parque Residencial Flamboyant,Casa,54,160,2,1,191272
Vila São Jorge,Casa,53,191,1,1,191375
Parque Meia Lua,Casa,51,156,1,1,191416
Vila Elvira,Casa,69,270,1,1,191502
Vila Nossa Senhora Aparecida,Casa,48,165,1,1,191632
Jardim Flórida,Casa,56,151,2,1,191645
Parque Meia Lua,Terreno,0,541,0,0,191730
Jardim das Indústrias,Casa,46,175,1,1,191773
Jardim Bela Vista,Casa,61,227,2,1,191804
Jardim das Indústrias,Casa,56,164,1,1,191805
Parque Residencial Flamboyant,Apartamento,62,0,1,1,191812
Jardim Alvorada,Casa,64,195,2,1,191857
Vila Santa Isabel,Casa,64,167,2,1,191951
Vila Zezinho,Casa,60,226,1,1,191997
Vila Industrial,Terreno,0,499,0,0,192015
Jardim São José,Apartamento,44,0,1,1,192020
Jardim Flórida,Casa,50,164,1,1,192030
Jardim Paraíba,Casa,45,147,1,1,192132
Jardim das Indústrias,Casa,59,170,2,1,192177
Parque Residencial Flamboyant,Casa,58,228,1,1,192234
Jardim Bela Vista,Casa,65,194,2,1,192331
Jardim Panorama,Apartamento,63,0,1,1,192364
Vila São Paulo,Casa,57,177,2,1,192387
Vila Zezinho,Casa,58,188,2,1,192411
Vila Nossa Senhora Aparecida,Apartamento,64,0,2,1,192576
Vila Nossa Senhora Aparecida,Casa,65,165,1,1,192648
Vila Zezinho,Casa,70,191,1,1,192733
Vila Zilda,Casa,64,229,2,1,192734
Cidade Salvador,Terreno,0,556,0,0,192793
Jardim Novo Horizonte,Casa,78,156,2,1,192878
Parque Novo Mundo,Apartamento,73,0,2,1,192982
Jardim Flórida,Apartamento,47,0,1,1,192993
Jardim São José,Terreno,0,557,0,0,193000
Jardim Bela Vista,Casa,53,134,2,1,193034
Parque Residencial Flamboyant,Casa,58,186,2,1,193057
Vila Machado,Apartamento,46,0,1,1,193255
Vila Nossa Senhora Aparecida,Apartamento,56,0,2,1,193284
Vila Machado,Apartamento,53,0,2,1,193328
Jardim Flórida,Casa,48,178,1,1,193339
Jardim Flórida,Casa,47,162,1,1,193415
Jardim das Oliveiras,Terreno,0,414,0,0,193503
Vila Machado,Casa,58,164,1,1,193674
Cidade Salvador,Casa,54,205,1,1,193704
Jardim Flórida,Casa,46,153,1,1,193758
Parque Meia Lua,Casa,69,222,1,1,193788
Vila Machado,Casa,40,138,1,1,193905
Jardim Silvia,Casa,62,196,1,1,193916
Parque Meia Lua,Apartamento,50,0,1,1,194000
Vila Machado,Apartamento,47,0,1,1,194030
Parque Meia Lua,Casa,57,157,2,1,194071
Jardim Flórida,Casa,57,187,1,1,194074
Vila Industrial,Casa,63,209,1,1,194078
Cidade Salvador,Apartamento,48,0,1,1,194119
Jardim São José,Casa,55,150,1,1,194143
Vila Nossa Senhora Aparecida,Casa,61,192,1,1,194181
Jardim Primavera,Apartamento,46,0,1,1,194207
Jardim Novo Horizonte,Apartamento,64,0,2,1,194339
Jardim Nova Esperança,Casa,66,214,1,1,194396
Centro,Terreno,0,612,0,0,194493
Jardim Santa Maria,Casa,40,107,1,1,194551
Parque Meia Lua,Terreno,0,490,0,0,194824
Vila Industrial,Casa,52,205,2,1,194827
Jardim Primavera,Apartamento,54,0,2,1,194886
Parque Residencial Flamboyant,Casa,66,251,1,1,194925
Vila Industrial,Casa,50,199,1,1,194961
Vila Zilda,Casa,63,224,2,1,195056
Vila Nossa Senhora Aparecida,Casa,53,193,2,1,195081
Parque Meia Lua,Casa,55,165,1,1,195096
Vila Santa Isabel,Apartamento,64,0,1,1,195148
Vila São Jorge,Apartamento,59,0,1,1,195186
Vila Garcia,Casa,64,255,2,1,195301
Parque Residencial Flamboyant,Casa,55,211,2,1,195317
Jardim Bela Vista,Terreno,0,545,0,0,195382
Jardim Primavera,Apartamento,50,0,1,1,195390
Jardim Nova Esperança,Apartamento,57,0,1,1,195512
Vila Machado,Casa,66,187,1,1,195515
Vila Industrial,Apartamento,45,0,1,1,195552
Vila Industrial,Apartamento,58,0,1,1,195576
Vila Nossa Senhora Aparecida,Casa,50,167,1,1,195702
Vila Zilda,Apartamento,56,0,1,1,195787
Jardim Bela Vista,Casa,58,188,1,1,195832
Vila Nossa Senhora Aparecida,Casa,51,178,1,1,195883
Jardim das Indústrias,Casa,59,234,1,1,195897
Jardim das Indústrias,Casa,52,181,2,1,195948
Vila Zezinho,Casa,55,163,1,1,196067
Vila Garcia,Apartamento,54,0,1,1,196084
Jardim São José,Apartamento,51,0,2,1,196084
Parque Residencial Flamboyant,Terreno,0,547,0,0,196099
Vila São Jorge,Casa,48,182,1,1,196242
Jardim Flórida,Apartamento,64,0,1,1,196272
Parque Residencial Flamboyant,Casa,48,191,1,1,196380
Jardim das Indústrias,Casa,65,224,1,1,196452
Jardim Bela Vista,Casa,59,187,1,1,196556
Vila Santa Isabel,Casa,65,165,2,1,196584
Vila Industrial,Casa,70,220,1,1,196616
Jardim Alvorada,Apartamento,58,0,2,1,196756
Cidade Salvador,Casa,42,112,1,1,196786
Vila Nossa Senhora Aparecida,Casa,62,172,1,1,196945
Vila Industrial,Casa,70,204,2,1,196998
Jardim Bela Vista,Casa,64,167,2,1,197025
Jardim Nova Esperança,Casa,64,219,2,1,197089
Vila Garcia,Casa,46,143,1,1,197131
Jardim Paraíba,Terreno,0,398,0,0,197408
Vila Toninho,Casa,98,244,3,2,197447
Vila Industrial,Apartamento,46,0,1,1,197505
Vila São Jorge,Apartamento,50,0,1,1,197550
Jardim Bela Vista,Casa,61,195,2,1,197706
Jardim Flórida,Apartamento,48,0,1,1,197712
Parque Meia Lua,Apartamento,46,0,1,1,197763
Vila São Jorge,Casa,59,147,2,1,197845
Vila Nossa Senhora Aparecida,Apartamento,62,0,2,1,197857
Jardim Bela Vista,Casa,49,161,1,1,197914
Vila Industrial,Casa,53,211,1,1,197979
Jardim Bela Vista,Casa,66,223,1,1,198012
Jardim Flórida,Apartamento,59,0,1,1,198018
Jardim das Indústrias,Apartamento,50,0,1,1,198037
Jardim das Indústrias,Casa,60,151,1,1,198063
Jardim Flórida,Apartamento,61,0,1,1,198097
Jardim das Indústrias,Casa,61,232,1,1,198156
Vila Nossa Senhora Aparecida,Casa,45,172,1,1,198226
Jardim das Indústrias,Casa,58,204,1,1,198277
Vila Zezinho,Casa,63,189,1,1,198361
Parque Residencial Flamboyant,Apartamento,53,0,1,1,198392
Jardim São José,Casa,52,174,2,1,198419
Parque Residencial Flamboyant,Apartamento,63,0,2,1,198450
Vila Nossa Senhora Aparecida,Casa,59,221,2,1,198534
Vila São Jorge,Apartamento,61,0,1,1,198555
Vila Nossa Senhora Aparecida,Casa,71,172,2,2,198560
Vila Industrial,Apartamento,47,0,1,1,198640
Vila São Jorge,Casa,68,225,2,1,198645
Chácaras Reunidas Igarapés,Apartamento,56,0,1,1,198676
Jardim Flórida,Casa,60,168,1,1,198747
Vila São Jorge,Casa,63,172,1,1,198747
Jardim Flórida,Casa,67,188,1,1,198768
Chácaras Reunidas Igarapés,Casa,73,237,2,1,198850
Jardim Bela Vista,Casa,53,164,2,1,198906
Vila Toninho,Casa,77,183,2,2,198940
Vila São Paulo,Apartamento,59,0,2,1,198959
Jardim Primavera,Casa,46,163,1,1,198970
Jardim Paraíba,Apartamento,38,0,1,1,199120
Vila Machado,Casa,50,137,1,1,199194
Vila Nossa Senhora Aparecida,Casa,51,169,1,1,199211
Parque dos Príncipes,Terreno,0,344,0,0,199227
Parque Residencial Flamboyant,Casa,59,169,1,1,199278
Jardim Paraíba,Casa,60,168,1,1,199296
Parque Meia Lua,Casa,55,180,1,1,199328
Vila Nossa Senhora Aparecida,Casa,55,193,2,1,199381
Jardim das Oliveiras,Apartamento,51,0,1,1,199420
Vila Nossa Senhora Aparecida,Casa,68,247,1,1,199593
Vila Industrial,Apartamento,59,0,2,1,199750
Jardim Santa Maria,Apartamento,50,0,1,1,199800
Jardim São José,Casa,56,161,2,1,199810
Jardim Paraíba,Terreno,0,428,0,0,199876
Jardim das Indústrias,Casa,52,201,2,1,199934
Vila Zezinho,Casa,81,203,2,1,199967
Vila Industrial,Casa,40,159,1,1,199984
Jardim Paraíba,Apartamento,37,0,1,1,200022
Vila Industrial,Casa,69,236,1,1,200105
Jardim Flórida,Apartamento,56,0,2,1,200340
Chácaras Reunidas Igarapés,Casa,55,214,1,1,200413
Jardim Bela Vista,Casa,55,158,1,1,200439
Jardim Panorama,Casa,78,226,2,1,200521
Jardim Califórnia,Terreno,0,408,0,0,200817
Parque Residencial Flamboyant,Casa,46,181,1,1,200876
Vila Garcia,Casa,55,215,2,1,200923
Jardim Alvorada,Casa,68,257,2,1,200961
Vila Garcia,Casa,44,161,1,1,201157
Vila Nossa Senhora Aparecida,Casa,59,235,1,1,201204
Jardim Bela Vista,Casa,67,218,1,1,201234
Jardim São José,Casa,50,145,1,1,201267
Vila Industrial,Casa,68,170,1,1,201280
Jardim Flórida,Casa,44,164,1,1,201396
Centro,Terreno,0,322,0,0,201507
Vila Elvira,Casa,76,200,2,2,201515
Vila Santa Isabel,Casa,65,209,2,1,201586
Vila São Jorge,Apartamento,60,0,2,1,201645
Residencial Terras de São José,Terreno,0,413,0,0,201647
Jardim Nova Esperança,Apartamento,61,0,2,1,201699
Jardim Primavera,Apartamento,52,0,2,1,201708
Vila Machado,Apartamento,55,0,1,1,201762
Jardim São José,Casa,56,148,2,1,201816
Residencial Terras de São José,Terreno,0,397,0,0,201834
Parque Residencial Flamboyant,Casa,51,141,1,1,201849
Vila Zezinho,Casa,55,197,1,1,201948
Jardim Paraíba,Casa,59,226,1,1,201950
Parque Meia Lua,Apartamento,62,0,1,1,201971
Jardim Califórnia,Apartamento,48,0,1,1,201976
Vila Machado,Apartamento,55,0,2,1,202059
Jardim Flórida,Casa,59,225,1,1,202075
Vila Industrial,Casa,58,189,1,1,202090
Parque Residencial Flamboyant,Apartamento,61,0,1,1,202169
Jardim Alvorada,Casa,64,235,1,1,202177
Jardim Bela Vista,Apartamento,67,0,2,2,202206
Jardim Flórida,Casa,54,171,1,1,202263
Cidade Salvador,Casa,42,151,1,1,202269
Parque Meia Lua,Apartamento,48,0,1,1,202368
Vila São Jorge,Casa,50,179,1,1,202373
Parque Residencial Flamboyant,Apartamento,58,0,1,1,202405
Parque Meia Lua,Casa,68,186,1,1,202444
Parque Meia Lua,Apartamento,51,0,2,1,202490
Jardim das Indústrias,Casa,63,205,2,1,202532
Jardim Califórnia,Terreno,0,528,0,0,202804
Cidade Salvador,Apartamento,48,0,1,1,202828
Jardim São José,Casa,64,206,2,1,202914
Vila São Jorge,Casa,52,204,2,1,203091
Jardim Flórida,Apartamento,55,0,1,1,203197
Vila Santa Isabel,Casa,56,194,2,1,203260
Chácaras Reunidas Igarapés,Casa,64,255,1,1,203266
Jardim Alvorada,Casa,66,181,2,1,203567
Vila São Paulo,Apartamento,56,0,2,1,203803
Jardim América,Terreno,0,490,0,0,203962
Jardim Flórida,Apartamento,59,0,1,1,204081
Cidade Salvador,Casa,57,162,1,1,204119
Vila Garcia,Casa,55,150,2,1,204238
Vila Santa Isabel,Casa,68,191,1,1,204283
Chácaras Reunidas Igarapés,Apartamento,61,0,2,1,204301
Jardim das Indústrias,Apartamento,65,0,2,1,204311
Vila Zezinho,Casa,60,224,2,1,204344
Jardim Nova Esperança,Casa,74,199,2,2,204402
Vila Industrial,Casa,55,160,2,1,204464
Vila Zezinho,Casa,70,211,2,1,204470
Vila Garcia,Apartamento,59,0,2,1,204612
Jardim das Oliveiras,Casa,44,167,1,1,204685
Vila Industrial,Casa,64,190,2,1,204696
Parque Meia Lua,Casa,53,151,2,1,204869
Vila Nossa Senhora Aparecida,Casa,52,161,1,1,204902
Jardim Santa Maria,Casa,43,163,1,1,205092
Jardim Bela Vista,Apartamento,59,0,2,1,205187
Vila Garcia,Apartamento,55,0,1,1,205279
Vila São Jorge,Apartamento,61,0,2,1,205326
Jardim Bela Vista,Casa,57,196,1,1,205329
Parque Meia Lua,Casa,46,181,1,1,205340
Vila Nossa Senhora Aparecida,Apartamento,53,0,2,1,205547
Vila Machado,Apartamento,53,0,2,1,205634
Vila São Jorge,Apartamento,61,0,1,1,205737
Jardim São José,Casa,61,212,2,1,205756
Jardim Bela Vista,Casa,68,264,1,1,205944
Jardim Panorama,Casa,75,182,2,1,206196
Jardim Panorama,Apartamento,62,0,1,1,206236
Vila São Jorge,Apartamento,55,0,1,1,206332
Jardim Novo Horizonte,Casa,75,212,2,2,206342
Jardim Bela Vista,Apartamento,63,0,1,1,206388
Vila Santa Isabel,Apartamento,63,0,1,1,206388
Parque Meia Lua,Casa,64,198,1,1,206400
Jardim Bela Vista,Apartamento,57,0,2,1,206439
Jardim Bela Vista,Casa,62,172,1,1,206451
Jardim São José,Apartamento,48,0,1,1,206582
Jardim Nova Esperança,Casa,67,217,1,1,206629
Parque Residencial Flamboyant,Casa,69,252,2,1,206696
Jardim das Indústrias,Apartamento,55,0,1,1,206745
Jardim Bela Vista,Casa,63,162,2,1,206840
Vila Nossa Senhora Aparecida,Apartamento,63,0,2,1,206860
Parque Meia Lua,Apartamento,59,0,1,1,206877
Jardim São José,Casa,68,235,1,1,206922
Jardim Bela Vista,Casa,69,249,2,1,206964
Chácaras Reunidas Igarapés,Casa,69,237,2,1,207248
Jardim Bela Vista,Casa,68,266,2,1,207289
Jardim América,Terreno,0,462,0,0,207322
Jardim Silvia,Casa,90,247,2,2,207352
Vila Zezinho,Casa,70,197,2,1,207375
Vila Nossa Senhora Aparecida,Casa,51,173,1,1,207401
Jardim Primavera,Casa,49,151,1,1,207406
Cidade Salvador,Apartamento,51,0,1,1,207414
Vila Industrial,Apartamento,53,0,2,1,207420
Parque Meia Lua,Casa,45,169,1,1,207436
Parque Residencial Flamboyant,Apartamento,56,0,2,1,207480
Vila Garcia,Apartamento,50,0,1,1,207527
Jardim das Indústrias,Casa,67,225,1,1,207529
Vila Industrial,Apartamento,61,0,1,1,207595
Parque Meia Lua,Apartamento,59,0,1,1,207821
Vila Machado,Terreno,0,546,0,0,207862
Vila Garcia,Casa,49,164,1,1,207996
Jardim Primavera,Terreno,0,508,0,0,208026
Jardim Flórida,Casa,53,209,2,1,208056
Vila Toninho,Casa,77,168,2,2,208078
Vila Garcia,Casa,48,180,1,1,208100
Jardim Primavera,Casa,55,180,2,1,208111
Vila Machado,Apartamento,48,0,1,1,208396
Parque Residencial Flamboyant,Apartamento,51,0,2,1,208462
Jardim Santa Maria,Apartamento,52,0,2,1,208468
Cidade Salvador,Apartamento,53,0,2,1,208549
Vila Industrial,Casa,60,157,1,1,208561
Jardim Novo Horizonte,Casa,74,219,2,1,208638
Parque Meia Lua,Apartamento,60,0,2,1,208704
Vila Industrial,Casa,53,191,2,1,208760
Jardim América,Terreno,0,358,0,0,208982
Jardim Santa Maria,Casa,46,160,1,1,209028
Parque Meia Lua,Casa,63,160,1,1,209062
Jardim Bela Vista,Casa,54,195,1,1,209135
Vila Nossa Senhora Aparecida,Apartamento,53,0,1,1,209244
Jardim das Indústrias,Apartamento,57,0,2,1,209261
Jardim Flórida,Casa,53,191,2,1,209277
Jardim Bela Vista,Casa,68,217,2,1,209303
Jardim Flórida,Casa,69,198,1,1,209317
Jardim Flórida,Casa,57,178,1,1,209382
Jardim das Oliveiras,Casa,43,149,1,1,209393
